application_type,case_received_date,decision_date,case_status,class_of_admission,employer_name,employer_city,employer_state,employer_country,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_state,job_info_work_city,job_info_work_state
PERM,25-11-2008,09-01-2015,Denied,H-1B,INFOSYS TECHNOLOGIES LIMITED,PLANO,TEXAS,UNITED STATES OF AMERICA,INDIA,HOUSTON,Bachelor's,TEXAS,Fremont,CALIFORNIA
PERM,13-11-2013,27-03-2015,Certified-Expired,L-1,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,BRANDON,Bachelor's,FLORIDA,College Station,TEXAS
PERM,13-11-2013,27-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,SCOTTSDALE,Bachelor's,ARIZONA,College Station,TEXAS
PERM,12-11-2013,30-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,ROCKYHILL,Bachelor's,CONNECTICUT,College Station,TEXAS
PERM,12-11-2013,25-09-2015,Certified,H-1B,DGN TECHNOLOGIES INC.,FREMONT,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,TALLAHASSEE,Bachelor's,FLORIDA,FREMONT,CALIFORNIA
PERM,14-11-2013,01-04-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,BEAVERTON,Bachelor's,OREGON,College Station,TEXAS
PERM,13-11-2013,30-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,ATLANTA,Bachelor's,GEORGIA,College Station,TEXAS
PERM,13-11-2013,01-07-2015,Certified,H-1B,CUMMINS EMISSION SOLUTIONS INC.,COLUMBUS,INDIANA,UNITED STATES OF AMERICA,INDIA,STOUGHTON,Master's,WISCONSIN,Stoughton,WISCONSIN
PERM,14-03-2014,17-07-2015,Certified,H-1B,"TECRA SYSTEMS, INC.",AUSTIN,TEXAS,UNITED STATES OF AMERICA,INDIA,AUSTIN,Master's,TEXAS,Austin,TEXAS
PERM,02-12-2013,05-06-2015,Certified,H-1B,SYSTEM SOFT TECHNOLOGIES LLC,TAMPA,FLORIDA,UNITED STATES OF AMERICA,INDIA,JACKSONVILLE,Bachelor's,FLORIDA,Tampa,FLORIDA
PERM,13-11-2013,30-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,JERSEY CITY,Bachelor's,NEW JERSEY,College Station,TEXAS
PERM,14-11-2013,01-04-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,CANOGA PARK,Bachelor's,CALIFORNIA,College Station,TEXAS
PERM,13-11-2013,30-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,SACRAMENTO,Bachelor's,CALIFORNIA,College Station,TEXAS
PERM,13-11-2013,31-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,FOLSOM,Bachelor's,CALIFORNIA,College Station,TEXAS
PERM,30-10-2013,18-05-2015,Denied,J-1,C-BOSSOLINA CONSTRUCTION,WARWICK,NEW YORK,UNITED STATES OF AMERICA,PERU,N. PLAINFIELD,None,NEW JERSEY,WARWICK,NEW YORK
PERM,13-11-2013,27-03-2015,Certified-Expired,L-1,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,TALLAHASSEE,Master's,FLORIDA,College Station,TEXAS
PERM,12-11-2013,31-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,BEAVERTON,Bachelor's,OREGON,College Station,TEXAS
PERM,13-11-2013,30-03-2015,Certified-Expired,L-1,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,IRVING,Master's,TEXAS,College Station,TEXAS
PERM,08-01-2014,20-07-2015,Certified,H-1B,JABIL CIRCUIT INC,ST. PETERSBURG,FLORIDA,UNITED STATES OF AMERICA,INDIA,ST. PETERSBURG,Bachelor's,FLORIDA,St. Petersburg,FLORIDA
PERM,13-11-2013,31-03-2015,Certified-Expired,L-1,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,MADISON,Master's,WISCONSIN,College Station,TEXAS
PERM,24-11-2009,25-08-2015,Denied,H-1B,"CHETU, INC.",PLANTATION,FLORIDA,UNITED STATES OF AMERICA,INDIA,PEMBROKE PINES,Bachelor's,FLORIDA,Miramar,FLORIDA
PERM,12-11-2013,15-05-2015,Certified,L-1,JUSTENOUGH SOFTWARE CORPORATION INC,NEWPORT BEACH,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH AFRICA,IRVINE,Bachelor's,CALIFORNIA,Newport Beach,CALIFORNIA
PERM,12-11-2013,31-03-2015,Certified-Expired,L-1,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,ST. LOUIS,Master's,MISSOURI,College Station,TEXAS
PERM,12-11-2013,31-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,FRISCO,Bachelor's,TEXAS,College Station,TEXAS
PERM,11-11-2013,20-05-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,GUNWI-GUN,None,,Itta Bena,MISSISSIPPI
PERM,12-11-2013,23-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,PITTSBURGH-MOON TOWSHIP,Bachelor's,PENNSYLVANIA,College Station,TEXAS
PERM,18-12-2013,28-05-2015,Certified,H-1B,BLUE SHIELD OF CALIFORNIA,EL DORADO HILLS,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,FREMONT,Bachelor's,CALIFORNIA,San Francisco,CALIFORNIA
PERM,22-11-2013,14-05-2015,Certified,H-1B,"NATIONAL GOVERNMENT SERVICES, INC.",INDIANAPOLIS,INDIANA,UNITED STATES OF AMERICA,INDIA,INDIANAPOLIS,Bachelor's,INDIANA,Indianapolis,INDIANA
PERM,11-11-2013,18-05-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,DAEGU-SI,None,,Itta Bena,MISSISSIPPI
PERM,10-10-2008,25-08-2015,Certified,EWI,"CAFE ANNIE II,LTD.",HOUSTON,TEXAS,UNITED STATES OF AMERICA,MEXICO,HOUSTON,None,TEXAS,Houston,TEXAS
PERM,20-12-2013,12-06-2015,Certified,H-1B,GOOGLE INC.,MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SUNNYVALE,Bachelor's,CALIFORNIA,Mountain View,CALIFORNIA
PERM,13-11-2008,19-05-2015,Denied,,CALANDRA'S BAKERY,NEWARK,NEW JERSEY,UNITED STATES OF AMERICA,EGYPT,ALEXANDRIA,None,,Newark,NEW JERSEY
PERM,11-11-2013,18-05-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,None,,Itta Bena,MISSISSIPPI
PERM,11-11-2013,18-05-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,JEJU-SI,None,,Itta Bena,MISSISSIPPI
PERM,11-11-2013,26-06-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,None,,Itta Bena,MISSISSIPPI
PERM,20-11-2013,26-05-2015,Certified,H-1B,"MCKINSEY & COMPANY, INC UNITED STATES",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,UNITED KINGDOM,ATLANTA,Other,GEORGIA,Atlanta,GEORGIA
PERM,12-11-2013,31-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,TAMPA,Bachelor's,FLORIDA,College Station,TEXAS
PERM,19-11-2013,26-05-2015,Certified,H-1B,CYNCZ LLC,CLARKSBURG,MARYLAND,UNITED STATES OF AMERICA,INDIA,CLARKSBURG,Master's,MARYLAND,Clarksburg,MARYLAND
PERM,18-11-2013,22-05-2015,Certified,H-1B,APPLEXUS TECHNOLOGIES LLC,FEDERAL WAY,WASHINGTON,UNITED STATES OF AMERICA,INDIA,DUNWOODY,Bachelor's,GEORGIA,FEDERAL WAY,WASHINGTON
PERM,14-11-2013,11-05-2015,Certified,H-1B,SIEMENS PLM SOFTWARE INC.,MILFORD,OHIO,UNITED STATES OF AMERICA,INDIA,CINCINNATI,Master's,OHIO,Milford,OHIO
PERM,11-11-2013,07-05-2015,Certified,,"KOCH FOODS OF ALABAMA, LLC",MONTGOMERY,ALABAMA,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,Bachelor's,,Montgomery,ALABAMA
PERM,12-11-2013,31-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,BENTONVILLE,Bachelor's,ALASKA,College Station,TEXAS
PERM,11-11-2013,19-05-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,None,,Itta Bena,MISSISSIPPI
PERM,11-11-2013,18-05-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,GWANGJU-SI,None,,Itta Bena,MISSISSIPPI
PERM,11-11-2013,18-05-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,GWANGJU-SI,None,,Itta Bena,MISSISSIPPI
PERM,11-11-2013,08-07-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,None,,Itta Bena,MISSISSIPPI
PERM,19-11-2013,14-05-2015,Certified,H-1B,METROPLEX ADVENTIST HOSPITAL,KILLEEN,TEXAS,UNITED STATES OF AMERICA,TANZANIA,HARKER HEIGHTS,Master's,TEXAS,Killeen,TEXAS
PERM,13-11-2013,20-05-2015,Certified,H-1B,"RADIANT SYSTEMS, INC.",SOUTH PLAINFIELD,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,MT. LAUREL,Master's,NEW JERSEY,South Plainfield,NEW JERSEY
PERM,03-12-2008,10-08-2015,Certified,Not in USA,"CINRAM, INC.",HUNTSVILLE,ALABAMA,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,None,,Huntsville,ALABAMA
PERM,13-01-2014,16-06-2015,Certified,H-1B,IT DIVISION INC,CUMMING,GEORGIA,UNITED STATES OF AMERICA,INDIA,FRANKLIN,Master's,TENNESSEE,Cumming,GEORGIA
PERM,16-10-2014,09-03-2015,Certified-Expired,H-1B,"COGENT INTEGRATED BUSINESS SOLUTIONS, INC.",BINGHAM FARMS,MICHIGAN,UNITED STATES OF AMERICA,INDIA,CHICAGO,Master's,ILLINOIS,Bingham Farms,MICHIGAN
PERM,22-11-2013,22-05-2015,Certified,H-1B,JNIT TECHNOLOGIES,PARLIN,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,PARLIN,Bachelor's,NEW JERSEY,Parlin,NEW JERSEY
PERM,12-11-2013,23-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,UNION CITY,Bachelor's,NEW JERSEY,College Station,TEXAS
PERM,11-11-2013,13-05-2015,Certified,H-1B,"RACKSPACE US, INC.",SAN ANTONIO,TEXAS,UNITED STATES OF AMERICA,INDIA,SAN ANTONIO,Master's,TEXAS,San Antonio,TEXAS
PERM,03-12-2013,28-05-2015,Certified,H-1B,"SAP LABS, LLC",PALO ALTO,CALIFORNIA,UNITED STATES OF AMERICA,PAKISTAN,CAMBRIDGE,Master's,MASSACHUSETTS,Burlington,MASSACHUSETTS
PERM,20-11-2013,19-05-2015,Certified,H-1B,HEWITT ASSOCIATES LLC,LINCOLNSHIRE,ILLINOIS,UNITED STATES OF AMERICA,GRENADA,ELLENWOOD,Bachelor's,GEORGIA,Atlanta,GEORGIA
PERM,21-07-2009,15-05-2015,Denied,H-1B,SAMFORD UNIVERSITY,BIRMINGHAM,ALABAMA,UNITED STATES OF AMERICA,CANADA,BIRMINGHAM,Bachelor's,ALABAMA,Birmingham,ALABAMA
PERM,09-05-2014,09-10-2014,Certified-Expired,H-1B,ANGSTROM USA LLC,TAYLOR,MICHIGAN,UNITED STATES OF AMERICA,INDIA,NOVI,Master's,MICHIGAN,Taylor,MICHIGAN
PERM,04-12-2013,30-06-2015,Certified,H-1B,SEPHORA USA INC,SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,FREMONT,Bachelor's,CALIFORNIA,San Francisco,CALIFORNIA
PERM,28-06-2010,28-09-2015,Denied,,PETER DEL CANTARO DBA TARO'S,MILLERTON,NEW YORK,UNITED STATES OF AMERICA,MEXICO,MILLERTON,None,NEW YORK,MILLERTON,NEW YORK
PERM,21-11-2013,24-06-2015,Certified,H-1B,IBM CORPORATION,RTP,NORTH CAROLINA,UNITED STATES OF AMERICA,INDIA,HOUSTON,Bachelor's,TEXAS,Somers,NEW YORK
PERM,15-11-2013,18-05-2015,Certified,H-1B,"THE DOTCOM.TEAM, LLC",BRAINTREE,MASSACHUSETTS,UNITED STATES OF AMERICA,INDIA,JACKSONVILLE,Bachelor's,FLORIDA,Braintree,MASSACHUSETTS
PERM,12-11-2013,21-05-2015,Certified,H-1B,COMPULINK MANAGEMENT CENTER INC,LONG BEACH,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,LONG BEACH,Master's,CALIFORNIA,Long Beach,CALIFORNIA
PERM,12-11-2013,21-05-2015,Certified,F-1,"SAM MOON TRADING ENTERPRISES, LTD.,",DALLAS,TEXAS,UNITED STATES OF AMERICA,SOUTH KOREA,COPPELL,Master's,TEXAS,Dallas,TEXAS
PERM,12-11-2013,22-05-2015,Certified,,J AND S RESTAURANT ASSOCIATES,HACKENSACK,NEW JERSEY,UNITED STATES OF AMERICA,ECUADOR,HACKENSACK,None,NEW JERSEY,Hackensack,NEW JERSEY
PERM,28-01-2009,14-01-2015,Certified-Expired,H-1B,"CAPE ADVISORS, INC.",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,MEXICO,NYACK,Bachelor's,NEW YORK,NEW YORK,NEW YORK
PERM,20-11-2013,12-05-2015,Certified,H-1B,CAMAC INTERNATIONAL CORPORATION,HOUSTON,TEXAS,UNITED STATES OF AMERICA,RUSSIA,HOUSTON,Master's,TEXAS,Houston,TEXAS
PERM,11-11-2013,18-05-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,SUWON-SI,None,,Itta Bena,MISSISSIPPI
PERM,11-11-2013,18-05-2015,Denied,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,BUCHEON-SI,None,,Itta Bena,MISSISSIPPI
PERM,12-11-2013,30-03-2015,Certified-Expired,L-1,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,FRANKLIN LAKES,Bachelor's,NEW JERSEY,College Station,TEXAS
PERM,04-05-2009,18-05-2015,Denied,H-1B,LIBERTY PETROLEUM CORPORATION,PHOENIX,ARIZONA,UNITED STATES OF AMERICA,TURKEY,PHOENIX,Master's,ARIZONA,Phoenix,ARIZONA
PERM,02-11-2009,28-08-2015,Denied,H-1B,VARIAN MEDICAL SYSTEMS,PALO ALTO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Bachelor's,CALIFORNIA,Palo Alto,CALIFORNIA
PERM,08-03-2010,12-08-2015,Denied,H-1B,"FUTURETECH CONSULTANTS, LLC",NORCROSS,GEORGIA,UNITED STATES OF AMERICA,INDIA,ALPHARETTA,Bachelor's,GEORGIA,Norcross,GEORGIA
PERM,06-04-2010,13-03-2015,Denied,H-1B,COGSDALE SUPPORT LTD,ALEXANDRIA,VIRGINIA,UNITED STATES OF AMERICA,INDIA,FAIRFAX,Bachelor's,VIRGINIA,Fairfax,VIRGINIA
PERM,19-11-2012,28-05-2015,Denied,R-1,1411-6 FRUIT & VEGETABLE CORP,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,SOUTH KOREA,RIDGEFIELD,None,NEW JERSEY,NEW YORK,NEW YORK
PERM,02-09-2010,13-03-2015,Certified-Expired,H-1B,AMERICAN AIRLINES,FORT WORTH,TEXAS,UNITED STATES OF AMERICA,PANAMA,IRVING,Master's,TEXAS,Fort Worth,TEXAS
PERM,14-11-2013,01-04-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,WILKINSBURG,Bachelor's,PENNSYLVANIA,College Station,TEXAS
PERM,13-11-2013,31-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,COLUMBUS,Master's,OHIO,College Station,TEXAS
PERM,12-12-2013,29-05-2015,Certified,E-2,"LABINAL, LLC",DENTON,TEXAS,UNITED STATES OF AMERICA,FRANCE,LYNNWOOD,High School,WASHINGTON,Everett,WASHINGTON
PERM,12-11-2013,31-03-2015,Certified-Expired,L-1,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,DE PERE,Bachelor's,WISCONSIN,College Station,TEXAS
PERM,12-11-2013,30-03-2015,Certified-Expired,H-1B,COGNIZANT TECHNOLOGY SOLUTIONS US CORPORATION,COLLEGE STATION,TEXAS,UNITED STATES OF AMERICA,INDIA,SOMERSET,Bachelor's,NEW JERSEY,College Station,TEXAS
PERM,06-03-2015,23-09-2015,Certified,H-1B,WASHINGTON STATE UNIVERSITY,PULLMAN,WASHINGTON,UNITED STATES OF AMERICA,CANADA,PULLMAN,Doctorate,WASHINGTON,Pullman,WASHINGTON
PERM,21-06-2006,28-08-2015,Denied,,FUEL SOUTH LLC,HOOVER,ALABAMA,UNITED STATES OF AMERICA,PAKISTAN,BIRMINGHAM,High School,ALABAMA,HOOVER,ALABAMA
PERM,08-07-2010,16-09-2015,Denied,F-1,DREAM ENTERPRISES INC D/B/A HANANOKI,CLARKSVILLE,TENNESSEE,UNITED STATES OF AMERICA,SOUTH KOREA,FRANKLIN,None,TENNESSEE,Clarksville,TENNESSEE
PERM,06-03-2015,23-09-2015,Certified,H-1B,WASHINGTON STATE UNIVERSITY,PULLMAN,WASHINGTON,UNITED STATES OF AMERICA,TURKEY,PULLMAN,Doctorate,WASHINGTON,Pullman,WASHINGTON
PERM,09-01-2015,31-07-2015,Certified,,ASIAN GRILL BAYTOWN,BAYTOWN,TEXAS,UNITED STATES OF AMERICA,CHINA,TAISHAN,None,,Baytown,TEXAS
PERM,09-03-2015,23-09-2015,Certified,H-1B,WASHINGTON STATE UNIVERSITY,PULLMAN,WASHINGTON,UNITED STATES OF AMERICA,SOUTH KOREA,PULLMAN,Doctorate,WASHINGTON,Pullman,WASHINGTON
PERM,30-06-2008,13-04-2015,Denied,,"SOUTH COAST POOL PLASTERERS, INC",LAKESIDE,CALIFORNIA,UNITED STATES OF AMERICA,MEXICO,ORANGE,None,CALIFORNIA,LAKESIDE,CALIFORNIA
PERM,16-12-2008,18-05-2015,Denied,B-2,"EUROPEAN BEAUTY CONCEPTS, LTD",BRONX,NEW YORK,UNITED STATES OF AMERICA,MEXICO,SANTILLO,Other,NEW YORK,Bronx,NEW YORK
PERM,29-12-2008,23-12-2014,Denied,EWI,"ALU-BRA FOUNDRY, INC.",BENSENVILLE,ILLINOIS,UNITED STATES OF AMERICA,MEXICO,FRANKLIN PARK,None,ILLINOIS,Bensenville,ILLINOIS
PERM,26-01-2009,13-04-2015,Denied,,"MORRIS DRYWALL SYSTEMS, INC.",WHITEHOUSE,TEXAS,UNITED STATES OF AMERICA,MEXICO,ATHENS,None,TEXAS,Whitehouse,TEXAS
PERM,20-01-2009,15-10-2014,Denied,H-1B,INFOSYS TECHNOLOGIES LIMITED,PLANO,TEXAS,UNITED STATES OF AMERICA,INDIA,PLYMOUTH,Bachelor's,MINNESOTA,Fremont,CALIFORNIA
PERM,26-01-2009,17-11-2014,Certified-Expired,H-1B,"KEANE, INC.",BOSTON,MASSACHUSETTS,UNITED STATES OF AMERICA,INDIA,CARTERET,Master's,NEW JERSEY,Boston,MASSACHUSETTS
PERM,17-12-2014,19-06-2015,Certified,H-1B,WASHINGTON STATE UNIVERSITY,PULLMAN,WASHINGTON,UNITED STATES OF AMERICA,INDIA,PULLMAN,Doctorate,WASHINGTON,Pullman,WASHINGTON
PERM,09-10-2014,03-03-2015,Certified-Expired,H-1B,WASHINGTON STATE UNIVERSITY,PULLMAN,WASHINGTON,UNITED STATES OF AMERICA,CANADA,PULLMAN,Doctorate,WASHINGTON,Pullman,WASHINGTON
PERM,18-08-2014,02-01-2015,Certified-Expired,H-1B,WASHINGTON STATE UNIVERSITY,PULLMAN,WASHINGTON,UNITED STATES OF AMERICA,CANADA,WENATCHEE,Doctorate,WASHINGTON,Wenatchee,WASHINGTON
PERM,04-09-2007,13-04-2015,Denied,H-1B,COLUMBIA SUSSEX CORPORATION,FT. MITCHELL,KENTUCKY,UNITED STATES OF AMERICA,PERU,JACKSONVILLE,Bachelor's,FLORIDA,Jacksonville,FLORIDA
PERM,26-02-2015,04-09-2015,Certified,H-1B,"ZONI LANGUAGE CENTER, INC",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,SOUTH KOREA,ELMHURST,Bachelor's,NEW YORK,New York,NEW YORK
PERM,25-01-2008,22-06-2015,Denied,H-1B,SHARED TECHNOLOGY SERVICES GROUP,BOSTON,MASSACHUSETTS,UNITED STATES OF AMERICA,INDIA,WEYMOUTH,None,MASSACHUSETTS,Boston,MASSACHUSETTS
PERM,10-07-2013,06-04-2015,Denied,B-2,DANIEL J. RIESBERG,INDIANAPOLIS,INDIANA,UNITED STATES OF AMERICA,PHILIPPINES,INDIANAPOLIS,None,INDIANA,INDIANAPOLIS,INDIANA
PERM,19-03-2008,03-08-2015,Denied,B-2,O'CONNOR HOSPITAL,DELHI,NEW YORK,UNITED STATES OF AMERICA,PHILIPPINES,DELHI,Bachelor's,NEW YORK,Delhi,NEW YORK
PERM,16-07-2008,08-09-2015,Certified,EWI,"LAKHA ENTERPRISES, INC. D/B/A USMANIA",CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,PAKISTAN,MORTON GROVE,Other,ILLINOIS,Chicago,ILLINOIS
PERM,18-09-2013,17-04-2015,Certified,H-1B,CONCEPT SCHOOLS NFP,DES PLAINES,ILLINOIS,UNITED STATES OF AMERICA,UZBEKISTAN,CARMEL,Master's,INDIANA,DES PLAINES,ILLINOIS
PERM,07-12-2007,31-08-2015,Denied,,"PICKERING VALLEY CONTRACTORS,INC.",CHESTER SPRINGS,PENNSYLVANIA,UNITED STATES OF AMERICA,ECUADOR,POTTSTOWN,High School,PENNSYLVANIA,CHESTER SPRINGS,PENNSYLVANIA
PERM,12-01-2010,19-05-2015,Denied,H-1B,"CSI INTERNATIONAL, INC",NIAGARA FALLS,NEW YORK,UNITED STATES OF AMERICA,CHINA,NIAGARA FALLS,Bachelor's,,Niagara Falls,NEW YORK
PERM,31-07-2008,14-10-2014,Denied,H-1B,MICROSOFT CORPORATION,REDMOND,WASHINGTON,UNITED STATES OF AMERICA,INDIA,SEATTLE,Master's,WASHINGTON,Redmond,WASHINGTON
PERM,10-10-2008,29-07-2015,Denied,H-1B,AMSOL INC,NEWARK,DELAWARE,UNITED STATES OF AMERICA,INDIA,CROTON-ON-HUDSON,Master's,NEW YORK,Newark,DELAWARE
PERM,19-11-2008,02-06-2015,Denied,EWI,"WILCO ENTERPRISES, INC",OCALA,FLORIDA,UNITED STATES OF AMERICA,MEXICO,OCALA,None,FLORIDA,Ocala,FLORIDA
PERM,08-08-2008,04-02-2015,Certified-Expired,,NENNI EQUIPMENT CORPORATION,FISHKILL,NEW YORK,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,PEEKSKILL,None,NEW YORK,Fishkill,NEW YORK
PERM,26-08-2008,14-10-2014,Denied,H-1B,"GOLTV, INC.",NORTH BAY VILLAGE,FLORIDA,UNITED STATES OF AMERICA,BRAZIL,SUNNY ISLES,Master's,FLORIDA,NORTH BAY VILLAGE,FLORIDA
PERM,25-09-2008,13-04-2015,Denied,H-1B,"WEAVER & TIDWELL, L.L.P.",FORT WORTH,TEXAS,UNITED STATES OF AMERICA,DOMINICA,MCKINNEY,Bachelor's,TEXAS,Dallas,TEXAS
PERM,27-08-2008,16-09-2015,Denied,H-1B,GENILOGIX,BLUE BELL,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,PHOENIX,Master's,ARIZONA,Blue Bell,PENNSYLVANIA
PERM,28-08-2008,29-07-2015,Denied,,"SERVICE FIRE & INDUSTRIAL, INC",KAUFMAN,TEXAS,UNITED STATES OF AMERICA,MEXICO,TERRELL,None,TEXAS,Kaufman,TEXAS
PERM,23-06-2008,20-05-2015,Denied,H-1B,ROCKLAND COUNTRY DAY SCHOOL,CONYERS,NEW JERSEY,UNITED STATES OF AMERICA,FRANCE,FAIRVIEW,Master's,NEW JERSEY,CONYERS,NEW YORK
PERM,21-11-2008,14-10-2014,Denied,,SIRIUS  SPS LLC,HOUSTON,TEXAS,UNITED STATES OF AMERICA,INDIA,WEST BEND,Bachelor's,WISCONSIN,Houston,TEXAS
PERM,21-01-2009,19-05-2015,Denied,H-1B,MILLENNIUMSOFT,FAIRFAX,VIRGINIA,UNITED STATES OF AMERICA,INDIA,CENTREVILLE,Other,MARYLAND,Fairfax,VIRGINIA
PERM,09-01-2009,03-02-2015,Denied,B-2,"THE NEW ENGLAND INN OF ILLINOIS, INC",CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,POLAND,CHICAGO,None,ILLINOIS,CHICAGO,ILLINOIS
