application_type,case_received_date,decision_date,case_status,class_of_admission,employer_name,employer_city,employer_state,employer_country,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,foreign_worker_info_state,job_info_work_city,job_info_work_state
ONLINE,07-11-2014,01-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SUNNYVALE,Master's,CALIFORNIA,Santa Clara,CALIFORNIA
ONLINE,10-12-2014,30-06-2015,Certified,H-1B,"SONY ELECTRONICS, INC.",SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,TAIWAN,CUPERTINO,Doctorate,CALIFORNIA,San Jose,CALIFORNIA
ONLINE,11-12-2014,30-06-2015,Certified,H-1B,MAGANTI IT RESOURCES LLC,NAUGATUCK,CONNECTICUT,UNITED STATES OF AMERICA,INDIA,BELLEVUE,Bachelor's,WASHINGTON,Naugatuck,CONNECTICUT
ONLINE,20-11-2014,12-05-2015,Certified,F-1,"LO, INC.",BELLEVUE,WASHINGTON,UNITED STATES OF AMERICA,TAIWAN,SNOQUALMIE,Master's,WASHINGTON,Bellevue,WASHINGTON
ONLINE,04-11-2014,06-05-2015,Certified,H-1B,"IGATE TECHNOLOGIES, INC.",BRIDGEWATER,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,JERSEY CITY,Bachelor's,NEW JERSEY,Bridgewater,NEW JERSEY
ONLINE,11-11-2014,05-05-2015,Certified,H-1B,CBRITE INC.,GOLETA,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,GOLETA,Master's,CALIFORNIA,Goleta,CALIFORNIA
ONLINE,13-11-2014,24-11-2014,Withdrawn,F-1,"INOVALON, INC.",BOWIE,MARYLAND,UNITED STATES OF AMERICA,INDIA,LANDOVER,Master's,MARYLAND,Bowie,MARYLAND
ONLINE,10-09-2014,04-02-2015,Certified-Expired,H-1B,TEKDYNAMICS INC,IRVING,TEXAS,UNITED STATES OF AMERICA,INDIA,GILBERT,Master's,ARIZONA,Irving,TEXAS
ONLINE,30-10-2014,10-04-2015,Certified,H-1B,GOOGLE INC.,MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,FRANCE,SAN FRANCISCO,Master's,CALIFORNIA,Mountain View,CALIFORNIA
ONLINE,07-11-2014,30-04-2015,Certified,L-1,"COMPUNNEL SOFTWARE GROUP, INC.",PLAINSBORO,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,PISCATAWAY,Bachelor's,NEW JERSEY,PLAINSBORO,NEW JERSEY
ONLINE,23-10-2014,16-04-2015,Certified,H-1B,"IGATE TECHNOLOGIES, INC.",BRIDGEWATER,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,ROSEMEAD,Bachelor's,CALIFORNIA,Bridgewater,NEW JERSEY
ONLINE,18-11-2014,11-05-2015,Certified,H-1B,"PRODAPT NORTH AMERICA, INC.",TUALATIN,OREGON,UNITED STATES OF AMERICA,INDIA,TUALATIN,Master's,OREGON,Tualatin,OREGON
ONLINE,15-01-2015,30-07-2015,Certified,H-1B,GRACO MINNESOTA INC.,MINNEAPOLIS,MINNESOTA,UNITED STATES OF AMERICA,INDIA,PLYMOUTH,Bachelor's,MINNESOTA,Anoka,MINNESOTA
ONLINE,05-12-2014,24-06-2015,Certified,Not in USA,"CARAVAN CANOPY INT'L, INC.",LA MIRADA,CALIFORNIA,UNITED STATES OF AMERICA,SOUTH KOREA,INJE,Doctorate,,La Mirada,CALIFORNIA
ONLINE,05-12-2014,12-06-2015,Certified,H-1B,WELLMONT MEDICAL ASSOCIATES,KINGSPORT,TENNESSEE,UNITED STATES OF AMERICA,INDIA,JOHNSON CITY,Other,TENNESSEE,KINGSPORT,TENNESSEE
ONLINE,05-11-2014,30-06-2015,Certified,H-1B,DALLAS INDEPENDENT SCHOOL DISTRICT,DALLAS,TEXAS,UNITED STATES OF AMERICA,MEXICO,DALLAS,Master's,TEXAS,Dallas,TEXAS
ONLINE,10-11-2014,04-05-2015,Certified,,AMERICAN BUSINESS SOLUTIONS INC.,LEWIS CENTER,OHIO,UNITED STATES OF AMERICA,INDIA,INDIANAPOLIS,Bachelor's,INDIANA,Lewis Center,OHIO
ONLINE,30-12-2014,20-07-2015,Certified,H-1B,"VIOLIN MEMORY, INC.",SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,WOODBRIDGE,Master's,NEW JERSEY,New York,NEW YORK
ONLINE,24-11-2014,01-05-2015,Certified,L-1,ACCENTURE LLP,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,INDIA,WOODBURY,Bachelor's,MINNESOTA,Minneapolis,MINNESOTA
ONLINE,30-10-2014,16-04-2015,Certified,H-1B,GOOGLE INC.,MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,SPAIN,SAN FRANCISCO,Master's,CALIFORNIA,San Francisco,CALIFORNIA
ONLINE,03-11-2014,24-04-2015,Certified,H-1B,"ASSOCIATES SYSTEMS, LLC",COPPELL,TEXAS,UNITED STATES OF AMERICA,INDIA,REDMOND,Master's,WASHINGTON,Coppell,TEXAS
ONLINE,03-11-2014,21-04-2015,Certified,H-1B,"AGILONE, INC",SUNNYVALE,CALIFORNIA,UNITED STATES OF AMERICA,TURKEY,SUNNYVALE,Bachelor's,CALIFORNIA,Mountain View,CALIFORNIA
ONLINE,25-11-2014,11-05-2015,Certified,H-1B,GUARDIAN ANALYTICS,MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Master's,CALIFORNIA,Mountain View,CALIFORNIA
ONLINE,10-11-2014,27-04-2015,Certified,H-1B,ELITE IT SOLUTIONS INC,SPRINGFIELD,ILLINOIS,UNITED STATES OF AMERICA,INDIA,BLOOMINGTON,Bachelor's,MINNESOTA,Springfield,ILLINOIS
ONLINE,20-11-2014,22-04-2015,Certified,H-1B,"A10 NETWORKS, INC. (FORMERLY RAKSHA NETWORKS, INC)",SAN JOSE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SANTA CLARA,Master's,CALIFORNIA,San Jose,CALIFORNIA
ONLINE,25-11-2014,12-05-2015,Certified,L-1,YAHOO! INC.,SUNNYVALE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,CHAMPAIGN,Bachelor's,ILLINOIS,Champaign,ILLINOIS
ONLINE,08-10-2014,14-04-2015,Certified,H-1B,CSAA INSURANCE EXCHANGE,WALNUT CREEK,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SURPRISE,Bachelor's,ARIZONA,Glendale,ARIZONA
ONLINE,05-11-2014,11-05-2015,Certified,H-1B,AMAZON CORPORATE LLC,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,INDIA,SEATTLE,Master's,WASHINGTON,Seattle,WASHINGTON
ONLINE,01-12-2014,24-06-2015,Certified,B-2,"R.A. ZWEIG, INC.",GLENVIEW,ILLINOIS,UNITED STATES OF AMERICA,ISRAEL,WINTERPARK,Doctorate,FLORIDA,GLENVIEW,ILLINOIS
ONLINE,08-11-2014,01-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,HILLSBORO,Master's,OREGON,Hillsboro,OREGON
ONLINE,21-11-2014,19-05-2015,Certified,H-1B,BOSTON COLLEGE,CHESTNUT HILL,MASSACHUSETTS,UNITED STATES OF AMERICA,BRAZIL,NEWTON,Bachelor's,MASSACHUSETTS,Chestnut Hill,MASSACHUSETTS
ONLINE,07-11-2014,23-04-2015,Certified,H-1B,DATA CONCEPTS LLC,GLEN ALLEN,VIRGINIA,UNITED STATES OF AMERICA,INDIA,HENRICO,Bachelor's,VIRGINIA,Glen Allen,VIRGINIA
ONLINE,17-11-2014,27-04-2015,Certified,H-1B,SEARS HOLDINGS MANAGEMENT CORPORATION,HOFFMAN ESTATES,ILLINOIS,UNITED STATES OF AMERICA,INDIA,CHICAGO,Bachelor's,ILLINOIS,Chicago,ILLINOIS
ONLINE,16-09-2014,03-02-2015,Certified-Expired,H-1B,"ECLINICALWORKS, LLC",WESTBOROUGH,MASSACHUSETTS,UNITED STATES OF AMERICA,INDIA,FOREST HILLS,Master's,NEW YORK,Westborough,MASSACHUSETTS
ONLINE,01-10-2014,26-02-2015,Certified-Expired,H-1B,"A2Z DEVELOPMENT CENTER, INC.",CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SANTA CLARA,Master's,CALIFORNIA,Cupertino,CALIFORNIA
ONLINE,27-10-2014,10-04-2015,Certified,H-1B,Sonoran Science Academy Broadway,Tucson,ARIZONA,UNITED STATES OF AMERICA,TURKEY,PHOENIX,Bachelor's,ARIZONA,Tucson,ARIZONA
ONLINE,20-11-2014,20-11-2014,Withdrawn,L-1,"QUALCOMM INNOVATION CENTER, INC.",SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN DIEGO,Bachelor's,CALIFORNIA,San Diego,CALIFORNIA
ONLINE,24-10-2014,24-10-2014,Withdrawn,H-1B,"PYRAMID TECHNOLOGY SOLUTIONS, INC",INDIANAPOLIS,INDIANA,UNITED STATES OF AMERICA,INDIA,IRVING,Bachelor's,TEXAS,Indianapolis,INDIANA
ONLINE,21-11-2014,22-05-2015,Certified,H-1B,QUALCOMM TECHNOLOGIES INC.,SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,RUSSIA,SAN DIEGO,Doctorate,CALIFORNIA,San Diego,CALIFORNIA
ONLINE,02-12-2014,25-06-2015,Certified,H-1B,INVENTIV HEALTH CLINICAL LLC,PRINCETON,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,FISHERS,Bachelor's,INDIANA,Indianapolis,INDIANA
ONLINE,25-11-2014,22-05-2015,Certified,H-1B,"AGREEYA SOLUTIONS, INC.",FOLSOM,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,PISCATAWAY,Master's,NEW JERSEY,Folsom,CALIFORNIA
ONLINE,20-11-2014,20-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,TAIWAN,HILLSBORO,Master's,OREGON,Hillsboro,OREGON
ONLINE,11-12-2014,11-12-2014,Withdrawn,H-1B,"C2S TECHNOLOGIES, INC.",BELLEVUE,WASHINGTON,UNITED STATES OF AMERICA,INDIA,BELLEVUE,Master's,WASHINGTON,Bellevue,WASHINGTON
ONLINE,07-11-2014,01-05-2015,Certified,H-1B,"WAL-MART ASSOCIATES, INC.",BENTONVILLE,ARKANSAS,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Master's,CALIFORNIA,Sunnyvale,CALIFORNIA
ONLINE,09-12-2014,26-06-2015,Certified,H-1B,ITECH US INC.,SOUTH BURLINGTON,VERMONT,UNITED STATES OF AMERICA,INDIA,WAUKESHA,Bachelor's,WISCONSIN,South Burlington,VERMONT
ONLINE,31-10-2014,23-02-2015,Withdrawn,H-1B,"TALENTWISE, INC",BOTHELL,WASHINGTON,UNITED STATES OF AMERICA,BRAZIL,KIRKLAND,Master's,WASHINGTON,Bothell,WASHINGTON
ONLINE,08-08-2014,23-01-2015,Certified-Expired,H-1B,RN STAFF D.B.A. REHABILITY CARE,WESTFIELD,INDIANA,UNITED STATES OF AMERICA,PHILIPPINES,HAZARD,Bachelor's,,Los Angeles,CALIFORNIA
ONLINE,10-11-2014,19-05-2015,Certified,H-1B,"SYNOPSYS, INC.",MOUNTAIN VIEW,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Master's,CALIFORNIA,Mountain View,CALIFORNIA
ONLINE,31-10-2014,17-04-2015,Certified,H-1B,"MCKINSEY & COMPANY, INC UNITED STATES",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,ROMANIA,SAN FRANCISCO,Doctorate,CALIFORNIA,Palo Alto,CALIFORNIA
ONLINE,24-12-2014,26-06-2015,Certified,TN,MR X GOTHAM LLC,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,HONG KONG,LOS ANGELES,Bachelor's,CALIFORNIA,New York,NEW YORK
ONLINE,10-11-2014,19-05-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,HILLSBORO,Doctorate,OREGON,Hillsboro,OREGON
ONLINE,12-11-2014,05-05-2015,Certified,H-1B,ERNST & YOUNG U.S. LLP,SECAUCUS,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,JERSEY CITY,Master's,NEW JERSEY,Houston,TEXAS
ONLINE,29-12-2014,25-06-2015,Certified,H-1B,"KIRO-TV, INC.",SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,CANADA,SEATTLE,Master's,WASHINGTON,Seattle,WASHINGTON
ONLINE,16-11-2014,05-05-2015,Certified,F-1,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SANTA CLARA,Master's,CALIFORNIA,Santa Clara,CALIFORNIA
ONLINE,06-08-2014,09-01-2015,Certified-Expired,H-1B,SOUTH DAKOTA STATE UNIVERSITY,BROOKINGS,SOUTH DAKOTA,UNITED STATES OF AMERICA,SOUTH KOREA,BROOKINGS,Doctorate,SOUTH DAKOTA,Brookings,SOUTH DAKOTA
ONLINE,03-12-2014,11-06-2015,Certified,H-1B,MORGAN STANLEY & CO. LLC,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,SOUTH KOREA,NEW YORK,Master's,NEW YORK,New York,NEW YORK
ONLINE,05-11-2014,05-05-2015,Certified,,"AMERICA'S CATCH, INC.",ITTA BENA,MISSISSIPPI,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,None,,Itta Bena,MISSISSIPPI
ONLINE,11-11-2014,05-05-2015,Certified,H-1B,MERCK SHARP & DOHME CORP,KENILWORTH,NEW JERSEY,UNITED STATES OF AMERICA,CHINA,HATFIELD,Doctorate,PENNSYLVANIA,North Wales,PENNSYLVANIA
ONLINE,31-12-2014,30-06-2015,Certified,H-1B,APPLE INC.,CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,SAN FRANCISCO,Master's,CALIFORNIA,Cupertino,CALIFORNIA
ONLINE,02-02-2015,01-09-2015,Certified,L-1,NOKIA SOLUTIONS AND NETWORKS US LLC,IRVING,TEXAS,UNITED STATES OF AMERICA,CHINA,IRVING,Bachelor's,TEXAS,Irving,TEXAS
ONLINE,28-08-2014,15-01-2015,Certified-Expired,H-1B,TITAN TECHNOLOGIES INC,NEWTOWN,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,CHARLOTTE,Bachelor's,NORTH CAROLINA,newtown,PENNSYLVANIA
ONLINE,10-09-2014,05-02-2015,Certified-Expired,H-1B,"NEWT GLOBAL CONSULTING, LLC",IRVING,TEXAS,UNITED STATES OF AMERICA,INDIA,SOMERSET,Master's,NEW JERSEY,Irving,TEXAS
ONLINE,02-10-2014,03-03-2015,Certified-Expired,H-1B,"STAPLES, INC.",FRAMINGHAM,MASSACHUSETTS,UNITED STATES OF AMERICA,INDIA,FRAMINGHAM,Bachelor's,MASSACHUSETTS,Framingham,MASSACHUSETTS
ONLINE,29-08-2014,22-01-2015,Certified-Expired,H-1B,"CLOUDEEVA, INC",EAST WINDSOR,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,GREENWOOD,Master's,,East Windsor,NEW JERSEY
ONLINE,10-09-2014,13-02-2015,Certified-Expired,H-1B,"ISPACE,INC.",PRINCETON,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,SOMERSET,Bachelor's,NEW JERSEY,Princeton,NEW JERSEY
ONLINE,15-09-2014,05-02-2015,Certified-Expired,H-1B,KPMG LLP,DALLAS,TEXAS,UNITED STATES OF AMERICA,INDIA,BERGENFIELD,Bachelor's,NEW JERSEY,Montvale,NEW JERSEY
ONLINE,02-10-2014,10-06-2015,Certified,H-1B,INSPIRAGE LLC,BELLEVUE,WASHINGTON,UNITED STATES OF AMERICA,CHINA,PLEASANTON,Bachelor's,CALIFORNIA,Bellevue,WASHINGTON
ONLINE,21-10-2014,12-03-2015,Certified-Expired,A1/A2,PRIVATE LABEL NUTRACEUTICALS,NORCROSS,GEORGIA,UNITED STATES OF AMERICA,PERU,LAWRENCEVILLE,Master's,GEORGIA,Norcross,GEORGIA
ONLINE,03-10-2014,26-02-2015,Certified-Expired,H-1B,ERNST & YOUNG U.S. LLP,SECAUCUS,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,KENDALL PARK,Master's,NEW JERSEY,New York,NEW YORK
ONLINE,24-11-2014,14-05-2015,Certified,H-1B,ERNST & YOUNG U.S. LLP,SECAUCUS,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,JERSEY CITY,Master's,NEW JERSEY,New York,NEW YORK
ONLINE,13-11-2014,07-05-2015,Certified,H-1B,POLAR IT SERVICES INC,ATLANTA,GEORGIA,UNITED STATES OF AMERICA,INDIA,GERMANTOWN,Master's,MARYLAND,Elkridge,MARYLAND
ONLINE,27-10-2014,18-03-2015,Certified-Expired,H-1B,"COMCAST CABLE COMMUNICATIONS, LLC",PHILADELPHIA,PENNSYLVANIA,UNITED STATES OF AMERICA,INDIA,VIENNA,Master's,VIRGINIA,Washington,DISTRICT OF COLUMBIA
ONLINE,29-10-2014,19-03-2015,Certified-Expired,,MY LITTLE GENIUS PRESCHOOL WESTON LLC,DAVIE,FLORIDA,UNITED STATES OF AMERICA,VENEZUELA,VALENCIA,Master's,,Davie,FLORIDA
ONLINE,31-10-2014,15-04-2015,Certified,H-1B,MARKIT,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,SECAUCUS,Bachelor's,NEW JERSEY,New York,NEW YORK
ONLINE,22-10-2014,12-03-2015,Certified-Expired,H-1B,DIGERATI SYSTEMS INC,FRISCO,TEXAS,UNITED STATES OF AMERICA,INDIA,SANTA CLARITA,Bachelor's,CALIFORNIA,FRISCO,TEXAS
ONLINE,06-11-2014,30-07-2015,Certified,H-1B,"ORACLE AMERICA, INC.",REDWOOD SHORES,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,AUSTIN,Master's,TEXAS,Austin,TEXAS
ONLINE,12-01-2015,30-07-2015,Certified,H-1B,WELLMONT MEDICAL ASSOCIATES,KINGSPORT,TENNESSEE,UNITED STATES OF AMERICA,PAKISTAN,JOHNSON CITY,Other,TENNESSEE,ROGERSVILLE,TENNESSEE
ONLINE,30-10-2014,15-04-2015,Certified,H-1B,"DROPBOX, INC.",SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN FRANCISCO,Master's,CALIFORNIA,San Francisco,CALIFORNIA
ONLINE,24-10-2014,13-04-2015,Certified,H-1B,"COMPUNNEL SOFTWARE GROUP, INC.",PLAINSBORO,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,PRINCETON,Master's,NEW JERSEY,PLAINSBORO,NEW JERSEY
ONLINE,26-11-2014,01-05-2015,Certified,H-1B,"NEWEDGE USA, LLC",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,UNITED KINGDOM,NEW YORK,Bachelor's,NEW YORK,New York,NEW YORK
ONLINE,19-11-2014,22-05-2015,Certified,H-1B,PRICEWATERHOUSECOOPERS,NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,EULESS,Master's,TEXAS,Dallas,TEXAS
ONLINE,12-11-2014,30-04-2015,Certified,Not in USA,"Craig Cares, Inc.",Roseville,CALIFORNIA,UNITED STATES OF AMERICA,PHILIPPINES,ABU DHABI,Bachelor's,,Roseville,CALIFORNIA
ONLINE,29-10-2014,10-04-2015,Certified,L-1,"IGATE TECHNOLOGIES, INC.",BRIDGEWATER,NEW JERSEY,UNITED STATES OF AMERICA,INDIA,BLOOMINGTON,Bachelor's,ILLINOIS,Bridgewater,NEW JERSEY
ONLINE,05-11-2014,28-04-2015,Certified,H-1B,TEXAS INSTRUMENTS INCORPORATED,DALLAS,TEXAS,UNITED STATES OF AMERICA,TAIWAN,FRISCO,Bachelor's,TEXAS,Dallas,TEXAS
ONLINE,18-12-2014,25-06-2015,Certified,H-1B,HEALTHCARE PARTNERS,TORRANCE,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,REDONDO BEACH,Other,CALIFORNIA,Torrance,CALIFORNIA
ONLINE,18-11-2014,04-05-2015,Certified,H-1B,ALACRITY ITS INC,ELK GROVE VILLAGE,ILLINOIS,UNITED STATES OF AMERICA,INDIA,DES PLAINES,Bachelor's,ILLINOIS,Elk Grove Village,ILLINOIS
ONLINE,25-11-2014,07-05-2015,Certified,H-1B,BROADCOM CORPORATION,IRVINE,CALIFORNIA,UNITED STATES OF AMERICA,CHINA,DULUTH,Master's,GEORGIA,Duluth,GEORGIA
ONLINE,24-11-2014,01-05-2015,Certified,H-1B,QUALCOMM TECHNOLOGIES INC.,SAN DIEGO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SAN DIEGO,Master's,CALIFORNIA,San Diego,CALIFORNIA
ONLINE,30-10-2014,10-04-2015,Certified,,"KOCH FOODS OF ALABAMA, LLC",MONTGOMERY,ALABAMA,UNITED STATES OF AMERICA,SOUTH KOREA,GIMPO,Associate's,,Montgomery,ALABAMA
ONLINE,30-10-2014,31-10-2014,Withdrawn,,"KOCH FOODS OF ALABAMA, LLC",MONTGOMERY,ALABAMA,UNITED STATES OF AMERICA,SOUTH KOREA,SEOUL,Bachelor's,,Montgomery,ALABAMA
ONLINE,30-10-2014,10-04-2015,Certified,F-1,"KOCH FOODS OF ALABAMA, LLC",MONTGOMERY,ALABAMA,UNITED STATES OF AMERICA,PARAGUAY,LOS ANGELES,High School,CALIFORNIA,Montgomery,ALABAMA
ONLINE,04-02-2015,27-08-2015,Certified,H-1B,Creative Solution Services,Ossining,NEW YORK,UNITED STATES OF AMERICA,AUSTRALIA,BRONX,Bachelor's,NEW YORK,Ossining,NEW YORK
ONLINE,17-11-2014,30-04-2015,Certified,H-1B,ZONES INC,AUBURN,WASHINGTON,UNITED STATES OF AMERICA,INDIA,REDMOND,Master's,WASHINGTON,Auburn,WASHINGTON
ONLINE,03-11-2014,24-04-2015,Certified,H-1B,ERICSSON INC.,PLANO,TEXAS,UNITED STATES OF AMERICA,INDIA,FRISCO,Master's,TEXAS,Plano,TEXAS
ONLINE,11-12-2014,26-06-2015,Certified,H-1B,"TWITTER, INC.",SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,DENMARK,TIBURON,Master's,CALIFORNIA,San Francisco,CALIFORNIA
ONLINE,23-10-2014,17-04-2015,Certified,,"HOUSE OF RAEFORD FARMS, INC",WEST COLUMBIA,SOUTH CAROLINA,UNITED STATES OF AMERICA,CHINA,BEIJING,None,,West Columbia,SOUTH CAROLINA
ONLINE,09-10-2014,04-03-2015,Certified-Expired,H-1B,"ROUNDARCH ISOBAR, INC.",NEW YORK,NEW YORK,UNITED STATES OF AMERICA,INDIA,LOMBARD,Bachelor's,ILLINOIS,Chicago,ILLINOIS
ONLINE,29-09-2014,19-02-2015,Certified-Expired,E-1,Bobst North America Inc.,Roseland,NEW JERSEY,UNITED STATES OF AMERICA,SWITZERLAND,ROSELAND,Bachelor's,NEW JERSEY,Roseland,NEW JERSEY
ONLINE,30-10-2014,17-04-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,CEDAR PARK,Master's,TEXAS,Austin,TEXAS
ONLINE,23-12-2014,01-07-2015,Certified,H-1B,CARDINAL HEALTH,DUBLIN,OHIO,UNITED STATES OF AMERICA,INDIA,DUBLIN,Master's,OHIO,Dublin,OHIO
ONLINE,03-11-2014,28-04-2015,Certified,H-1B,"KMK CONSULTING, INC.",FLORHAM PARK,NEW JERSEY,UNITED STATES OF AMERICA,CHINA,HARRISON,Master's,NEW JERSEY,Florham Park,NEW JERSEY
ONLINE,17-11-2014,20-05-2015,Certified,F-1,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,TAIWAN,HILLSBORO,Doctorate,OREGON,Hillsboro,OREGON
ONLINE,05-11-2014,20-05-2015,Certified,H-1B,"V-SOFT CONSULTING GROUP, INC.",LOUISVILLE,KENTUCKY,UNITED STATES OF AMERICA,INDIA,FARGO,Bachelor's,NORTH DAKOTA,Louisville,KENTUCKY
ONLINE,22-09-2014,19-12-2014,Withdrawn,H-1B,AMAZON CORPORATE LLC,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,INDIA,SEATTLE,Master's,WASHINGTON,Seattle,WASHINGTON
ONLINE,30-09-2014,23-02-2015,Denied,H-1B,AMAZON CORPORATE LLC,SEATTLE,WASHINGTON,UNITED STATES OF AMERICA,KENYA,BELLEVUE,Master's,WASHINGTON,Seattle,WASHINGTON
ONLINE,22-10-2014,11-03-2015,Certified-Expired,H-1B,"NRG ENERGY, INC",PRINCETON,NEW JERSEY,UNITED STATES OF AMERICA,UNITED KINGDOM,PARADISE VALLEY,Master's,ARIZONA,Phoenix,ARIZONA
ONLINE,14-11-2014,30-07-2015,Certified,H-1B,NETFLIX,LOS GATOS,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,SUNNYVALE,Master's,CALIFORNIA,Los Gatos,CALIFORNIA
MAILEDIN,11-02-2015,28-08-2015,Certified,H-1B,ERNST & YOUNG U.S. LLP,SECAUCUS,NEW JERSEY,UNITED STATES OF AMERICA,CHINA,MEMPHIS,Master's,TENNESSEE,Memphis,TENNESSEE
ONLINE,05-11-2014,06-05-2015,Certified,H-1B,"NAVIGANT CONSULTING, INC.",CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,INDIA,WASHINGTON DC,Bachelor's,,"Washington, DC",DISTRICT OF COLUMBIA
ONLINE,18-02-2015,16-09-2015,Certified,H-1B,INFOSYS LTD.,PLANO,TEXAS,UNITED STATES OF AMERICA,INDIA,HOFFMAN ESTATES,Bachelor's,ILLINOIS,Plano,TEXAS
ONLINE,18-02-2015,02-09-2015,Certified,H-1B,"OMNIVISION TECHNOLOGIES, INC.",SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,TAIWAN,MOUNTAIN VIEW,Master's,CALIFORNIA,Santa Clara,CALIFORNIA
ONLINE,17-11-2014,27-04-2015,Certified,H-1B,"MARUTHI TECHNOLOGIES , L.L.C.",ADDISON,TEXAS,UNITED STATES OF AMERICA,INDIA,OLD BRIDGE,Master's,NEW JERSEY,Addison,TEXAS
ONLINE,13-11-2014,27-04-2015,Certified,H-1B,INTEL CORPORATION,SANTA CLARA,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,MILPITAS,Master's,CALIFORNIA,Santa Clara,CALIFORNIA
ONLINE,01-12-2014,12-06-2015,Certified,H-1B,"TECHNIP USA, INC.",HOUSTON,TEXAS,UNITED STATES OF AMERICA,INDIA,KATY,Master's,TEXAS,Houston,TEXAS
ONLINE,30-10-2014,10-04-2015,Certified,H-1B,"UIS CONSULTING, LLC",SCHAUMBURG,ILLINOIS,UNITED STATES OF AMERICA,INDIA,DALLAS,Master's,TEXAS,Schaumburg,ILLINOIS
ONLINE,12-12-2014,25-06-2015,Certified,H-1B,APPLE INC.,CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,INDIA,MILPITAS,Master's,CALIFORNIA,Cupertino,CALIFORNIA
ONLINE,02-12-2014,25-06-2015,Certified,H-1B,EPIC SYSTEMS CORPORATION,VERONA,WISCONSIN,UNITED STATES OF AMERICA,INDIA,MADISON,Master's,WISCONSIN,Verona,WISCONSIN
ONLINE,29-10-2014,13-04-2015,Certified,Not in USA,"Bamboo Panda, Inc. DBA Bamboo Panda",La Junta,COLORADO,UNITED STATES OF AMERICA,CHINA,FANGCHENGGANG,None,,La Junta,COLORADO
